,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,63408.0,-1.1326768328411598,0.615651584588452,1.4643760346978798,0.794719698913043,-0.00205223662223322,1.1659554472779199,-0.42173075402107396,0.8949809363812471,0.216007883822359,-0.613335973980175,-2.09729742654907,-0.21821595673653302,0.07621256196866999,-0.11476769723677302,0.717720738448741,-0.0521794861637799,-0.0159003799175665,0.289906753686864,0.7667204288741151,0.22519639550348003,-0.0031526962147746898,0.0382760932061932,-0.18524814701736997,-1.3381193245661598,0.149134468908005,-0.19605871192322302,0.293303727377882,0.0659661104325987,48.0,0
1,129157.0,1.9490884359896001,-0.17363093567484503,-1.29057636659108,0.8634360206341151,-0.3997679542919771,-1.82699642810575,0.444184382734645,-0.39235179071414394,0.575580764148035,0.16574423327066,-0.385962280264418,-0.343529258964707,-2.17572015296011,0.8662589271131059,-0.268317155232316,-0.8039179945029581,0.393517031298344,-0.944503287409843,-0.260960140700157,-0.34186203682408006,0.0327560506319851,0.153589584452713,0.18065152192117698,0.8728108150485849,0.00971031523683474,0.33094110361285495,-0.0967089486746589,-0.0642620706049063,35.64,0
2,67623.0,-0.898488584963952,-0.348237396437913,3.12638000378765,-1.96889675264128,-1.01494922378876,0.48373874879647394,-0.643849283006933,0.458548095194331,0.147474542964793,-0.8585763748611891,-1.27796939782118,-0.34727600587945096,-0.32531762512915696,-1.56132627173253,-2.28105013838737,0.8053591304450258,0.582837360179124,-1.8287846627387399,-0.869040059987399,-0.11626065136669399,0.21322603187562197,0.8403459000104571,-0.39698237657400803,0.13146962576374302,0.547204634841471,-0.259076152418112,0.0868911170957039,0.0559129939549433,4.6,0
3,147630.0,2.1179208374784197,-0.81561671875489,-0.899880556257842,-0.45739562732401795,-0.649465115220253,-0.51265690755177,-0.5112565312669749,-0.185318810713561,-0.17907573033761498,0.771266709471867,-1.58859938809844,0.0725021598751436,0.612099921741197,-0.15914683029496698,-0.0537380122986979,-1.19288004029417,-0.30726627882211405,0.593334480705918,-0.261948331900123,-0.513284770751231,-0.890817266649466,-2.0552339207942,0.494778842645813,-0.7290291316846949,-0.6910721743176489,0.0914988274994673,-0.036170590205488,-0.0442669265500935,40.46,0
4,63471.0,1.21727413635533,-1.01567884711557,-0.457816915505087,-2.81700045829572,-0.23733181883114104,0.42106837992954405,-0.392321517437876,0.11460956040916599,0.575762186575282,-0.978946933997265,0.6567551720575079,1.60193235679425,1.09488424979749,0.11304150908807101,1.89234938700692,-4.34409831538931,1.70092448694558,-0.953552035659575,-0.964073303426888,-0.5364477561911261,-0.221950052497353,0.272220930842152,-0.0503036895392787,-0.9077571588960319,0.6127261086118051,-0.535801787400596,0.144996085851166,0.0076616244893789095,35.88,0
5,71080.0,-0.8693178537660492,0.5904989182250581,1.61249229297021,0.938953376081731,0.444896070061493,-0.7824053701946909,0.880610270855516,-0.46658753182271,-0.39246399084095895,0.17660343699366604,-0.26217433876291,0.12578528918176302,0.681586112134855,-0.14091736056369,1.1642349777251202,-0.301238795235394,-0.39665822875222295,-0.0197365646385622,0.5069878030174121,-0.0944990503308648,-0.0229355086500339,0.32323689267518396,0.18935320610064302,0.401494575364359,-0.170265981150462,-0.45122200359350895,-0.17229466333647697,-0.105253746524089,19.78,0
6,70102.0,-1.13498954218302,0.49162555795729207,1.9519725792234999,0.7407002058948791,0.47952204127030396,0.845156482838181,1.19473045220049,-0.452119796825063,0.36977748227592605,0.9622433825960341,1.29491784195702,0.79444570096063,0.30682511513059196,-0.8708014833570129,-0.214866615367066,-0.8664870759378871,-0.272112810362362,-0.337522944906106,0.930685088583136,0.250765488217292,-0.46624090804813795,-0.240229932392332,-0.0520292781646994,-0.302060589330396,0.45199329637030794,-0.44615935909156107,-0.259957592085581,-0.5554529439542951,84.55,0
7,10765.0,-0.306318357869969,0.794014539280586,1.76733702253656,-0.6750097723665871,0.0395556303268781,-0.31607946026927697,0.336890332570204,-0.0597841666322854,0.6899601257050381,-0.8991656892890291,2.13654860913048,-1.4720908006006501,2.70666358348244,1.43200807937854,-0.490527808870794,0.515938670631218,-0.0421132634437924,0.505371617643125,0.39583760245842403,0.0532073286972963,-0.159054000331087,-0.23502798203877198,-0.11246325829366301,0.00924465457204181,-0.32246593809700297,0.8241942872202149,-0.0443633472201236,0.0327535167542927,8.0,0
8,165198.0,-1.22080361794641,1.75758343774409,-1.87275558172156,-0.23227077489303,-0.15384483234851698,-0.964802454693218,-0.0893086750274279,1.0703610264996402,-0.5750380234651421,-1.06214987250984,0.39586203889289706,0.738742451962875,0.0653949587428091,0.22661583592231305,-0.0599299735135427,0.705513223717525,0.535425459497076,1.41629346903613,0.23188435264309498,-0.376962260034694,0.423283322784839,0.9970078574346891,-0.17989765005787,-0.464698661301305,-0.278073403940757,-0.15184502232665398,-0.19096452052585897,-0.0882060246374432,45.0,0
9,44284.0,-0.236753895983147,1.04684068225001,1.3023967070408302,0.405109215995785,0.276936318182942,-0.4065263935884099,0.612301904158672,-0.0249392587379026,-0.6788828271779149,-0.5700339384947031,0.09309682883749,0.22893318339039198,0.654068875487015,-0.38695848972343294,1.39058050610003,-0.21014369899471802,0.48770633550624104,-0.5387039261086389,0.243422857512023,0.0506210593683591,-0.12515357369864802,-0.29859861389500103,0.07241813896853,0.0514524114508601,-0.7906771441862661,0.115815236090885,0.157341151362306,0.172332320211211,1.98,0
